국가별수출입 실적,,,,,,
,,,,,,
"통계기준:수리일,조회구분:201908 ~202007 ,국가:전체",,,,,,
,,,,,,"단위:천 불(USD 1,000)"
2020.02,아제르바이잔,282,"11,862",4,0,"11,862"
2020.02,이디오피아,134,"10,413",223,"1,795","8,618"
2020.02,예맨,"1,929","10,319",34,"2,961","7,358"
2020.02,엘살바도르,183,"9,516",103,"1,731","7,785"
2020.02,세르비아,183,"9,421",128,"16,516","-7,095"
2020.02,코트디봐르,154,"9,129",21,301,"8,828"
2020.02,코스타리카,450,"8,715",368,"7,130","1,585"
2020.02,라오스,175,"8,702",102,"3,169","5,533"
2020.02,조지아,616,"8,487",36,"1,721","6,767"
2020.02,우루과이,149,"7,910",55,"9,165","-1,255"
2020.02,니카라과,225,"7,405",60,"11,482","-4,077"
2020.02,튀니지,221,"7,050",838,"7,394",-345
2020.02,파라과이,213,"7,029",60,"19,383","-12,354"
2020.02,키르기스스탄,362,"6,942",3,0,"6,942"
2020.02,불령 남부지역,1,"6,790",0,0,"6,790"
2020.02,레바논,171,"6,311",29,479,"5,832"
2020.02,시리아,170,"6,217",10,3,"6,214"
2020.02,트리니다드 토바고,64,"6,017",43,"9,836","-3,818"
2020.02,말리,17,"5,857",1,500,"5,357"
2020.02,파푸아 뉴기니,67,"5,700",28,"22,309","-16,609"
2020.02,아프카니스탄,105,"5,474",9,5,"5,469"
2020.02,아이티,121,"5,211",19,190,"5,021"
2020.02,크로아티아,224,"5,085",253,"4,262",823
2020.02,에스토니아,278,"4,929",283,"6,271","-1,342"
2020.02,지부티,63,"4,261",6,530,"3,731"
2020.02,기니,155,"4,055",75,"6,936","-2,881"
2020.02,모잠비크,71,"3,950",14,700,"3,250"
2020.02,라트비아,278,"3,919",261,"5,372","-1,454"
2020.02,아이슬란드,25,"3,806",38,"1,333","2,472"
2020.02,팔레스타인 해방기구,85,"3,729",1,179,"3,549"
2020.02,베라루스,256,"3,695",64,"6,822","-3,126"
2020.02,타지크,904,"3,525",0,0,"3,525"
2020.02,세네갈,200,"3,518",41,"2,136","1,382"
2020.02,네팔,142,"3,485",78,131,"3,354"
2020.02,사모아,18,"2,862",4,111,"2,750"
2020.02,부르키나 파소,14,"2,744",0,0,"2,744"
2020.02,모리셔스,129,"2,723",42,608,"2,114"
2020.02,마다카스카르,248,"2,532",93,"15,696","-13,164"
2020.02,콩고민주공화국,30,"2,429",33,"28,542","-26,113"
2020.02,앙골라,165,"2,428",8,"15,620","-13,192"
2020.02,자마이카,61,"2,416",10,127,"2,289"
2020.02,피지,75,"2,237",38,452,"1,785"
2020.02,마카오,130,"2,170",272,192,"1,978"
2020.02,말라위,10,"1,975",16,"3,718","-1,742"
2020.02,루안다,59,"1,859",7,134,"1,725"
2020.02,기타국,38,"1,845",774,"131,592","-129,747"
2020.02,룩셈부르그,95,"1,766",157,"4,982","-3,216"
2020.02,불령 리유니온 코모도 제도,18,"1,626",1,2,"1,624"
2020.02,사이프러스,138,"1,560",40,"16,874","-15,314"
2020.02,브루나이,106,"1,438",7,374,"1,064"
2020.02,뉴 칼레도니아,66,"1,343",12,"15,786","-14,443"
2020.02,투르크멘,19,"1,323",1,0,"1,322"
2020.02,베네주엘라,31,"1,291",17,906,385
2020.02,몰도바,124,"1,187",242,"1,086",102
2020.02,짐바브웨,26,"1,178",22,"2,237","-1,059"
2020.02,잠비아,40,"1,153",1,72,"1,081"
2020.02,세이쉘,34,"1,143",5,238,905
2020.02,가이아나,38,"1,098",2,141,957
2020.02,카메룬,83,"1,015",15,216,799
2020.02,알바니아,74,993,210,340,654
2020.02,소말리아,18,971,5,216,755
2020.02,바하마,37,963,9,23,940
2020.02,리히텐슈타인,26,955,61,889,67
2020.02,가봉,109,944,3,"2,799","-1,854"
2020.02,몰디브,43,934,3,1,933
2020.02,북마리아나 군도,165,913,17,167,745
2020.02,모리타니,15,895,7,"1,082",-187
2020.02,우간다,41,883,25,622,261
2020.02,아르메니아,93,814,135,999,-185
2020.02,과델로프,10,764,0,0,764
2020.02,마티니크,16,724,0,0,724
2020.02,마세도니아,38,689,21,479,209
2020.02,콩고,35,683,5,465,218
2020.02,볼리비아,99,664,24,"39,129","-38,466"
2020.02,바베이도스,12,599,6,26,573
2020.02,키리바티,11,523,2,0,523
2020.02,팔라우,26,485,3,34,451
2020.02,마이크로네시아,42,465,1,29,436
2020.02,아메리칸 사모아,13,446,2,15,432
2020.02,쿠바,31,446,4,11,435
2020.02,큐라소,12,417,0,0,417
2020.02,영령 캐이맨 군도,8,399,0,0,399
2020.02,수리남,24,392,8,352,40
2020.02,아루바,23,379,0,0,379
2020.02,보스니아-헤르체고비나,25,326,205,"1,941","-1,615"
2020.02,시에라 리온,10,325,23,"2,288","-1,963"
2020.02,남수단,7,323,1,1,321
2020.02,나미비아,49,307,21,"19,502","-19,195"
2020.02,베닝,13,268,3,25,243
2020.02,바누아투,27,253,15,753,-500
2020.02,세인트 마틴,7,240,0,0,240
2020.02,티모르,6,220,6,33,187
2020.02,벨리제,7,218,1,4,213
2020.02,스와질랜드,18,214,10,133,81
2020.02,투르크 & 카이코스 군도,3,176,1,1,175
2020.02,그레나다,7,173,0,0,173
2020.02,몬테네그로,12,164,3,107,57
2020.02,부탄,55,154,1,0,154
2020.02,네덜란드 열도,14,152,2,5,146
2020.02,도미니카,6,147,0,0,147
2020.02,중앙아프리카공화국,4,139,0,0,139
2020.02,앙귈라,6,129,0,0,129
2020.02,세인트 루시아,7,128,0,0,128
2020.02,안도라,1,122,2,1,122
2020.02,세인트 바르탤르미,3,105,0,0,105
2020.02,코모로스,9,84,1,0,84
2020.02,카보 베르데,1,58,0,0,58
2020.02,안티가 바부다,10,56,1,3,53
2020.02,감비아,37,54,6,549,-495
2020.02,상토메 프린스페,3,53,1,0,53
2020.02,불령 가이아나,9,47,0,0,47
2020.02,모나코,5,44,5,35,9
2020.02,세인트 빈센트 그레나딘,2,43,0,3,39
2020.02,보츠와나,11,25,4,23,2
2020.02,영령 버진군도,6,21,1,0,21
2020.02,적도 기니,3,15,0,0,15
2020.02,챠드,4,11,1,1,9
2020.02,부룬디,5,10,2,70,-60
2020.02,미령 버진군도,4,9,2,17,-8
2020.02,통가,2,8,4,27,-19
2020.02,니제르,1,6,1,6,0
2020.02,안타티카,2,3,0,1,3
2020.02,레소토,3,3,9,9,-7
2020.02,세인트 키츠 네비스,1,2,3,1,1
2020.02,포클랜드 군도,1,1,0,0,1
2020.02,건지,1,1,3,6,-5
2020.02,저어지,0,0,1,0,0
2020.02,맨섬,1,0,1,1,0
2020.02,기네비소,0,0,3,241,-241
2020.02,에리트리아,0,0,1,"5,286","-5,286"
2020.02,산마리노,0,0,5,27,-27
2020.02,영령 인도양,0,0,0,4,-4
2020.02,몬트세라트,0,0,0,0,0
2020.02,마이너 아우틀링 합중국 군도,0,0,1,15,-15
2020.02,투발루,1,0,0,0,0
2020.02,토켈라우,0,0,2,1,-1
2020.02,니우에,0,0,1,6,-6
2020.03,중국,"248,032","10,643,503","358,231","8,955,781","1,687,723"
2020.03,미국,"97,038","7,281,215","1,368,344","5,371,871","1,909,344"
2020.03,베트남,"57,378","3,998,334","43,059","1,907,887","2,090,447"
2020.03,홍콩,"25,819","3,172,787","31,745","117,348","3,055,439"
2020.03,일본,"149,803","2,485,053","153,671","4,390,046","-1,904,993"
2020.03,대만,"27,434","1,257,872","25,212","1,478,779","-220,907"
2020.03,인도,"19,055","1,226,092","13,037","499,807","726,285"
2020.03,싱가포르,"31,195","980,416","15,579","637,272","343,144"
2020.03,독일,"13,403","891,397","242,919","1,994,861","-1,103,464"
2020.03,멕시코,"13,267","840,423","8,568","580,616","259,807"
2020.03,말레이시아,"14,397","698,705","12,377","767,340","-68,636"
2020.03,터키,"6,814","608,860","3,730","126,043","482,817"
2020.03,태국,"15,190","596,527","15,129","460,703","135,824"
2020.03,인도네시아,"18,871","588,487","10,669","755,776","-167,288"
2020.03,러시아 연방,"8,725","580,221","1,867","1,295,146","-714,925"
2020.03,필리핀,"8,142","576,914","7,306","304,817","272,097"
2020.03,호주,"9,753","572,797","55,415","1,571,817","-999,020"
2020.03,캐나다,"9,193","527,050","24,653","376,059","150,991"
2020.03,폴란드,"6,860","469,919","2,620","75,376","394,543"
2020.03,영국,"7,932","410,513","37,668","331,510","79,003"
2020.03,네덜란드,"9,095","398,899","11,334","814,539","-415,639"
2020.03,사우디아라비아,"3,274","376,710",585,"1,593,871","-1,217,161"
2020.03,아랍에미리트 연합,"6,472","368,415",586,"561,024","-192,610"
2020.03,브라질,"7,383","358,588","1,661","400,125","-41,537"
2020.03,몰타,299,"339,556",143,"12,517","327,040"
2020.03,버뮤다,17,"324,109",2,277,"323,831"
2020.03,이탈리아,"4,986","306,784","72,112","535,659","-228,875"
2020.03,벨기에,"2,264","260,301","2,506","125,566","134,735"
2020.03,헝가리,"2,249","257,615","1,794","51,096","206,519"
2020.03,프랑스,"4,733","249,853","21,361","499,318","-249,464"
2020.03,체코공화국,"2,584","233,665","3,877","68,639","165,026"
2020.03,스페인,"4,090","232,163","8,120","152,812","79,351"
2020.03,우즈베크,"1,881","227,754",49,"1,453","226,300"
2020.03,그리스,934,"213,075",421,"64,993","148,082"
2020.03,카자흐스탄,"1,192","207,489",61,"14,053","193,436"
2020.03,슬로바키아,"1,473","206,669","1,180","36,168","170,501"
2020.03,아일랜드,532,"143,022","1,446","98,289","44,734"
2020.03,방글라데시,"2,898","130,551","1,278","50,421","80,130"
2020.03,이스라엘,"2,211","124,486","1,595","96,761","27,726"
2020.03,이집트,"3,251","118,841",921,"45,541","73,299"
2020.03,마샬군도,39,"117,731",40,62,"117,669"
2020.03,쿠웨이트,565,"110,763",42,"416,197","-305,434"
2020.03,라이베리아,63,"103,408",53,220,"103,187"
2020.03,파키스탄,"1,807","98,794",634,"29,148","69,646"
2020.03,칠레,"2,097","94,966","1,923","336,808","-241,841"
2020.03,오스트리아,"2,672","94,653","5,399","139,054","-44,402"
2020.03,이라크,975,"87,947",17,"374,679","-286,732"
2020.03,뉴질랜드,"2,025","85,113","41,358","85,416",-303
2020.03,오만,"1,048","81,823",72,"216,948","-135,125"
2020.03,토고,111,"75,665",22,"2,779","72,886"
2020.03,미얀마,"1,256","66,863",738,"45,454","21,408"
2020.03,슬로베니아,587,"63,564",420,"11,021","52,543"
2020.03,남아프리카공화국,"2,055","61,710",827,"91,897","-30,187"
2020.03,나이지리아,"1,009","57,849",88,"54,825","3,024"
2020.03,스웨덴,"1,342","57,771","5,506","139,233","-81,463"
2020.03,페루,"1,102","57,739",639,"290,328","-232,589"
2020.03,콜롬비아,"1,340","56,311",590,"24,136","32,175"
2020.03,요르단,"1,617","54,620",83,"4,936","49,684"
2020.03,루마니아,"1,087","54,409","4,310","60,232","-5,823"
2020.03,스위스,"1,201","50,216","4,837","210,617","-160,401"
2020.03,캄보디아,"2,543","50,197",932,"30,975","19,222"
2020.03,파나마,854,"47,606",171,"22,522","25,084"
2020.03,아르헨티나,926,"44,506",295,"48,143","-3,637"
2020.03,에쿠아도르,464,"42,617",233,"7,483","35,134"
2020.03,리비아,"6,450","41,667",11,"1,777","39,890"
2020.03,포루투갈,800,"36,993","6,739","34,005","2,988"
2020.03,덴마크,"1,224","36,160","2,822","76,837","-40,677"
2020.03,노르웨이,665,"35,510","2,337","96,778","-61,268"
2020.03,알제리,334,"34,033",12,"93,004","-58,971"
2020.03,우크라이나,"1,993","33,245",425,"100,987","-67,742"
2020.03,바레인,315,"33,050",51,"73,919","-40,869"
2020.03,피지,81,"32,998",36,"2,294","30,704"
2020.03,지부티,76,"32,126",5,393,"31,733"
2020.03,카타르,715,"27,594",116,"690,847","-663,254"
2020.03,리투아니아,325,"25,198",577,"6,204","18,994"
2020.03,과테말라,"1,058","22,732",379,"7,414","15,319"
2020.03,모로코,404,"22,019",850,"13,448","8,571"
2020.03,핀란드,700,"20,906","1,303","79,672","-58,766"
2020.03,몽골,"1,594","20,758",304,"1,647","19,111"
2020.03,케냐,394,"19,163",112,"2,747","16,416"
2020.03,가나,"1,942","16,991",63,"4,034","12,957"
2020.03,푸에르토리코,139,"16,342",115,"23,820","-7,478"
2020.03,스리랑카,873,"16,237",464,"9,774","6,463"
2020.03,코스타리카,479,"16,025",423,"12,827","3,198"
2020.03,앙골라,228,"15,901",8,"15,800",102
2020.03,도미니카 공화국,432,"15,111",136,"6,523","8,587"
2020.03,온두라스,316,"14,735",150,"6,554","8,181"
2020.03,이란,222,"14,110",40,578,"13,532"
2020.03,수단,433,"13,886",3,510,"13,375"
2020.03,불가리아,384,"13,792","1,306","16,362","-2,570"
2020.03,예맨,"1,528","13,612",61,"4,098","9,514"
2020.03,탄자니아,387,"12,658",28,"1,965","10,693"
2020.03,세르비아,209,"12,456",127,"21,378","-8,922"
2020.03,조지아,469,"11,877",29,746,"11,131"
2020.03,파라과이,188,"11,769",41,"14,098","-2,329"
2020.03,에스토니아,277,"11,306",344,"7,846","3,461"
2020.03,튀니지,210,"11,284",880,"7,730","3,554"
2020.03,괌,342,"10,694",36,319,"10,376"
2020.03,사모아,33,"10,121",7,165,"9,956"
2020.03,코트디봐르,174,"9,878",7,208,"9,670"
2020.03,이디오피아,143,"9,834",289,"2,814","7,020"
2020.03,팔레스타인 해방기구,138,"9,720",1,158,"9,561"
2020.03,니카라과,268,"8,687",48,801,"7,886"
2020.03,크로아티아,131,"8,376",199,"1,863","6,513"
2020.03,엘살바도르,194,"7,585",136,"16,314","-8,729"
2020.03,아이티,173,"7,492",12,79,"7,412"
2020.03,트리니다드 토바고,76,"7,491",28,"9,852","-2,361"
2020.03,모잠비크,58,"7,035",15,848,"6,187"
2020.03,네팔,96,"6,883",85,336,"6,547"
2020.03,라오스,132,"6,735",113,"3,804","2,931"
2020.03,레바논,167,"6,532",37,748,"5,784"
2020.03,우루과이,129,"6,033",49,"7,899","-1,866"
2020.03,라트비아,251,"5,928",296,"6,788",-860
2020.03,키르기스스탄,559,"5,707",4,8,"5,700"
2020.03,파푸아 뉴기니,55,"5,379",35,"22,457","-17,078"
2020.03,아제르바이잔,195,"5,347",4,332,"5,015"
2020.03,베라루스,159,"5,271",64,"4,855",416
2020.03,세네갈,222,"5,095",32,"2,221","2,874"
2020.03,시리아,307,"4,629",13,4,"4,625"
2020.03,브루나이,96,"4,106",17,"49,083","-44,977"
2020.03,부르키나 파소,24,"3,934",2,"1,006","2,928"
2020.03,콩고민주공화국,50,"3,722",37,"32,135","-28,413"
2020.03,타지크,876,"3,622",1,332,"3,290"
2020.03,아프카니스탄,76,"3,361",14,20,"3,340"
2020.03,기타국,51,"3,040","1,303","147,330","-144,291"
2020.03,볼리비아,99,"2,937",42,"19,554","-16,617"
2020.03,모리셔스,91,"2,929",73,"3,190",-261
2020.03,콩고,54,"2,917",8,485,"2,432"
2020.03,마다카스카르,261,"2,348",103,"12,597","-10,249"
2020.03,보스니아-헤르체고비나,29,"2,268",219,"1,614",655
2020.03,사이프러스,99,"2,218",36,"16,650","-14,431"
2020.03,룩셈부르그,100,"2,084",191,"4,049","-1,965"
2020.03,가이아나,46,"2,005",1,49,"1,956"
2020.03,우간다,50,"1,990",24,411,"1,579"
2020.03,자마이카,72,"1,923",12,430,"1,493"
2020.03,기니,177,"1,865",90,"8,676","-6,811"
2020.03,카메룬,99,"1,795",19,219,"1,576"
2020.03,베네주엘라,58,"1,785",17,861,924
2020.03,불령 리유니온 코모도 제도,20,"1,649",1,3,"1,646"
2020.03,소말리아,31,"1,648",2,229,"1,419"
2020.03,가봉,45,"1,486",4,"62,281","-60,794"
2020.03,북마리아나 군도,143,"1,468",13,101,"1,367"
2020.03,수리남,31,"1,414",14,708,706
2020.03,마카오,147,"1,410",75,35,"1,375"
2020.03,세이쉘,52,"1,295",4,279,"1,017"
2020.03,잠비아,47,"1,212",7,"3,589","-2,377"
2020.03,불령 폴리네시아,31,"1,178",2,151,"1,026"
2020.03,리히텐슈타인,31,"1,167",61,824,343
2020.03,마티니크,13,"1,159",2,23,"1,136"
2020.03,시에라 리온,28,"1,140",25,"2,214","-1,075"
2020.03,키리바티,51,"1,121",2,0,"1,121"
2020.03,몰도바,56,"1,099",350,"1,064",35
2020.03,알바니아,84,"1,097",393,407,690
2020.03,뉴 칼레도니아,63,"1,096",19,"26,172","-25,076"
2020.03,아이슬란드,34,"1,029",42,"2,213","-1,184"
2020.03,솔로몬 군도,21,923,4,619,304
2020.03,아르메니아,69,917,172,"4,836","-3,919"
2020.03,짐바브웨,24,814,21,"1,212",-399
2020.03,쿠바,25,813,4,250,563
2020.03,말리,9,801,2,192,609
2020.03,말라위,15,799,26,"1,448",-649
2020.03,아메리칸 사모아,16,796,3,220,576
2020.03,모리타니,18,779,15,"1,718",-939
2020.03,세인트 마틴,10,762,0,0,762
2020.03,바베이도스,13,674,6,47,627
2020.03,과델로프,16,631,1,17,614
2020.03,보츠와나,11,619,4,39,579
2020.03,루안다,42,614,8,53,561
2020.03,바누아투,38,609,11,683,-73
2020.03,베닝,22,591,6,25,566
2020.03,영령 캐이맨 군도,10,564,5,905,-342
2020.03,마세도니아,31,559,31,191,368
2020.03,중앙아프리카공화국,4,489,1,1,487
2020.03,감비아,56,470,7,353,117
2020.03,불령 가이아나,17,470,0,0,470
2020.03,몰디브,39,457,2,3,453
2020.03,마이크로네시아,33,405,4,22,383
2020.03,투르크멘,6,403,0,0,403
2020.03,세인트 루시아,14,397,1,0,397
2020.03,벨리제,9,391,3,5,386
2020.03,메요트,5,305,0,0,305
2020.03,팔라우,17,264,3,32,232
2020.03,아루바,16,260,2,0,259
2020.03,바하마,25,247,5,7,240
2020.03,큐라소,22,246,1,0,246
2020.03,몬테네그로,7,201,0,2,199
2020.03,네덜란드 열도,16,200,1,0,200
2020.03,스와질랜드,12,198,10,161,37
2020.03,투르크 & 카이코스 군도,2,168,1,0,168
2020.03,도미니카,5,161,2,5,156
2020.03,코모로스,10,149,1,56,93
2020.03,부탄,40,142,0,0,142
2020.03,안티가 바부다,8,142,0,7,135
2020.03,적도 기니,2,120,0,0,120
2020.03,기네비소,1,118,4,269,-151
2020.03,영령 버진군도,5,112,0,0,112
2020.03,앙귈라,9,101,0,0,101
2020.03,그레나다,5,89,0,0,89
2020.03,지브랄타,30,81,2,0,81
2020.03,통가,4,72,0,0,72
2020.03,세인트 키츠 네비스,2,69,15,0,69
2020.03,나미비아,15,57,8,"6,276","-6,219"
2020.03,카보 베르데,2,48,0,0,48
2020.03,티모르,4,45,11,4,41
2020.03,니제르,1,39,0,0,39
2020.03,상토메 프린스페,1,24,3,2,22
2020.03,남수단,5,24,0,0,24
2020.03,토켈라우,1,22,1,2,20
2020.03,부룬디,6,21,2,40,-19
2020.03,나우르,1,15,0,0,15
2020.03,포클랜드 군도,6,10,0,0,10
2020.03,쿡 아일랜드,3,10,0,0,10
2020.03,영령 인도양,1,6,0,0,6
2020.03,안도라,3,3,1,2,1
2020.03,레소토,1,3,11,25,-22
2020.03,모나코,2,2,6,32,-31
2020.03,세인트 바르탤르미,2,2,0,0,2
2020.03,미령 버진군도,1,1,4,6,-5
2020.03,세인트 헬레나,0,0,0,0,0
2020.03,건지,0,0,2,3,-3
2020.03,마이너 아우틀링 합중국 군도,0,0,1,26,-26
2020.03,그린랜드,0,0,2,68,-68
2020.03,맨섬,0,0,1,0,0
2020.03,피트카이른,0,0,1,0,0
2020.03,저어지,0,0,1,0,0
2020.03,불령 남부지역,0,0,0,4,-4
2020.03,노폴크 아일랜드,0,0,1,0,0
2020.03,안타티카,0,0,0,0,0
2020.03,챠드,0,0,0,12,-12
2020.03,몬트세라트,0,0,0,0,0
2020.03,보빗군도,0,0,0,0,0
2020.03,크리스마스 아일랜드,0,0,0,0,0
2020.03,산마리노,1,0,8,415,-415
2020.03,에리트리아,0,0,1,0,0
2020.03,파로에 군도,0,0,2,1,-1
2020.03,세인트 빈센트 그레나딘,1,0,0,0,0
2020.04,중국,"194,687","10,151,495","365,790","9,626,467","525,028"
2020.04,미국,"105,323","5,277,226","1,141,116","5,041,816","235,410"
2020.04,베트남,"44,725","2,713,976","39,250","1,565,456","1,148,521"
2020.04,홍콩,"24,447","2,379,362","27,343","150,858","2,228,504"
2020.04,일본,"134,086","1,984,660","141,208","3,988,576","-2,003,916"
2020.04,대만,"26,472","1,251,015","22,781","1,265,527","-14,512"
2020.04,독일,"11,675","785,610","224,052","1,854,688","-1,069,079"
2020.04,싱가포르,"35,602","748,962","12,781","637,987","110,975"
2020.04,필리핀,"5,046","585,310","5,936","205,330","379,980"
2020.04,인도,"5,947","531,139","6,011","439,572","91,567"
2020.04,멕시코,"7,457","530,739","6,561","469,335","61,404"
2020.04,태국,"13,091","514,879","14,828","420,978","93,901"
2020.04,말레이시아,"18,429","508,540","10,012","577,542","-69,002"
2020.04,인도네시아,"16,301","446,237","7,030","644,139","-197,902"
2020.04,러시아 연방,"6,026","426,823","1,934","725,113","-298,290"
2020.04,호주,"9,636","386,091","49,765","1,536,407","-1,150,316"
2020.04,터키,"4,157","379,669","3,303","111,308","268,361"
2020.04,영국,"6,627","367,431","28,261","300,837","66,594"
2020.04,폴란드,"4,223","346,698","2,434","67,298","279,400"
2020.04,네덜란드,"7,218","337,776","5,751","320,887","16,889"
2020.04,캐나다,"8,160","293,791","18,131","406,217","-112,426"
2020.04,사우디아라비아,"2,599","278,416",519,"916,152","-637,737"
2020.04,아랍에미리트 연합,"4,991","272,925",413,"335,382","-62,457"
2020.04,체코공화국,"2,012","253,148","3,766","95,095","158,053"
2020.04,브라질,"3,897","236,665","1,593","333,475","-96,810"
2020.04,벨기에,"2,077","231,563","2,244","111,826","119,737"
2020.04,프랑스,"3,842","227,195","14,923","436,601","-209,406"
2020.04,이탈리아,"3,943","215,240","47,295","399,772","-184,533"
2020.04,헝가리,"1,595","212,826","1,911","60,043","152,783"
2020.04,파나마,560,"198,453",104,"10,029","188,424"
2020.04,버뮤다,15,"184,007",1,0,"184,006"
2020.04,몰타,258,"183,674",141,"5,866","177,808"
2020.04,스페인,"2,636","166,825","7,205","153,223","13,602"
2020.04,우즈베크,"1,387","147,724",23,884,"146,840"
2020.04,슬로바키아,"1,071","138,640","2,328","119,202","19,439"
2020.04,이스라엘,"1,808","133,680","1,527","75,380","58,300"
2020.04,아일랜드,522,"125,212","1,236","83,608","41,604"
2020.04,쿠웨이트,519,"106,073",45,"420,569","-314,496"
2020.04,오만,835,"88,502",62,"144,551","-56,049"
2020.04,토고,137,"83,702",25,"5,319","78,383"
2020.04,이집트,"2,322","80,595","1,351","33,618","46,977"
2020.04,마샬군도,37,"79,691",37,76,"79,615"
2020.04,오스트리아,"1,664","71,653","4,587","116,402","-44,749"
2020.04,이라크,556,"69,980",12,"325,926","-255,945"
2020.04,스웨덴,"1,201","61,586","5,419","143,041","-81,455"
2020.04,슬로베니아,471,"54,496",378,"9,491","45,005"
2020.04,콜롬비아,887,"53,777",562,"87,924","-34,147"
2020.04,파키스탄,855,"51,241",429,"13,802","37,439"
2020.04,방글라데시,"1,207","50,156",839,"35,224","14,932"
2020.04,뉴질랜드,"1,416","49,466","26,528","117,825","-68,359"
2020.04,미얀마,926,"49,320",478,"33,693","15,626"
2020.04,나이지리아,683,"46,355",51,"63,045","-16,690"
2020.04,루마니아,759,"44,299","2,944","47,898","-3,599"
2020.04,남아프리카공화국,875,"42,291","1,132","175,165","-132,874"
2020.04,칠레,"1,209","40,528","1,883","302,590","-262,061"
2020.04,스위스,"1,024","39,062","4,201","197,694","-158,632"
2020.04,라이베리아,50,"38,173",59,169,"38,004"
2020.04,덴마크,"1,129","35,544","2,445","76,463","-40,919"
2020.04,캄보디아,"1,412","35,544",558,"20,346","15,198"
2020.04,카자흐스탄,905,"34,320",37,"55,408","-21,088"
2020.04,리비아,"1,787","31,818",5,526,"31,292"
2020.04,페루,498,"31,576",423,"237,997","-206,421"
2020.04,카타르,611,"31,420",136,"703,002","-671,582"
2020.04,우크라이나,858,"29,198",397,"92,311","-63,113"
2020.04,바레인,289,"25,965",70,"28,035","-2,070"
2020.04,맨섬,1,"24,360",0,3,"24,357"
2020.04,몽골,"1,861","22,876",510,715,"22,161"
2020.04,포루투갈,564,"22,243","7,489","25,009","-2,766"
2020.04,요르단,717,"21,845",56,"6,701","15,144"
2020.04,리투아니아,260,"20,824",549,"6,769","14,055"
2020.04,예맨,747,"20,718",56,"3,236","17,482"
2020.04,모로코,287,"20,500",808,"13,875","6,626"
2020.04,노르웨이,519,"19,946","2,235","105,187","-85,241"
2020.04,핀란드,571,"18,472","1,152","67,017","-48,545"
2020.04,알제리,237,"18,285",11,"64,051","-45,766"
2020.04,세르비아,194,"17,412",153,"24,171","-6,759"
2020.04,아르헨티나,512,"16,915",260,"48,328","-31,413"
2020.04,그리스,705,"16,166",461,"30,512","-14,345"
2020.04,과테말라,633,"16,049",230,"3,394","12,655"
2020.04,피지,41,"15,716",31,185,"15,531"
2020.04,가나,"1,368","14,951",42,"4,193","10,758"
2020.04,케냐,270,"14,015",62,"1,469","12,546"
2020.04,에쿠아도르,261,"13,934",219,"6,775","7,159"
2020.04,이란,227,"13,305",22,"1,104","12,201"
2020.04,모잠비크,59,"12,838",7,163,"12,676"
2020.04,도미니카 공화국,207,"11,787",133,"6,745","5,042"
2020.04,불가리아,301,"11,484","1,077","8,116","3,368"
2020.04,수단,411,"11,326",9,953,"10,373"
2020.04,코트디봐르,126,"10,532",12,646,"9,886"
2020.04,괌,276,"10,427",25,172,"10,255"
2020.04,탄자니아,216,"9,645",23,"2,220","7,425"
2020.04,온두라스,110,"9,641",99,"8,640","1,001"
2020.04,이디오피아,112,"8,620",254,"2,924","5,696"
2020.04,파라과이,101,"8,555",36,"7,007","1,548"
2020.04,에스토니아,217,"8,328",263,"7,533",796
2020.04,레바논,138,"7,707",40,772,"6,935"
2020.04,조지아,197,"7,595",20,"1,216","6,380"
2020.04,엘살바도르,96,"6,736",108,"16,791","-10,055"
2020.04,소말리아,21,"6,458",1,0,"6,458"
2020.04,니카라과,186,"6,439",42,"4,398","2,041"
2020.04,콩고민주공화국,45,"6,386",35,"44,717","-38,331"
2020.04,코스타리카,259,"6,335",391,"26,558","-20,223"
2020.04,세네갈,250,"6,009",48,"2,329","3,680"
2020.04,스리랑카,274,"5,924",230,"5,750",174
2020.04,브루나이,98,"5,599",10,"34,642","-29,043"
2020.04,튀니지,116,"5,049",943,"5,017",32
2020.04,베라루스,110,"4,994",58,"4,717",277
2020.04,크로아티아,138,"4,950",170,"1,947","3,003"
2020.04,아이슬란드,31,"4,773",35,"2,432","2,341"
2020.04,라트비아,158,"4,531",330,"8,206","-3,675"
2020.04,아제르바이잔,114,"4,502",4,20,"4,482"
2020.04,아이티,94,"4,455",10,694,"3,762"
2020.04,팔레스타인 해방기구,54,"3,880",0,0,"3,880"
2020.04,카메룬,139,"3,863",11,630,"3,233"
2020.04,시리아,440,"3,643",2,1,"3,642"
2020.04,말리,24,"3,584",1,192,"3,391"
2020.04,부르키나 파소,23,"3,416",3,"1,009","2,408"
2020.04,앙골라,118,"3,384",12,"11,384","-8,000"
2020.04,마다카스카르,126,"3,347",67,"5,026","-1,679"
2020.04,지부티,66,"3,096",7,563,"2,533"
2020.04,푸에르토리코,103,"2,876",105,"18,575","-15,699"
2020.04,기니,163,"2,825",53,"5,903","-3,078"
2020.04,트리니다드 토바고,63,"2,598",44,"9,151","-6,553"
2020.04,네팔,28,"2,576",17,58,"2,518"
2020.04,북마리아나 군도,94,"2,563",8,142,"2,421"
2020.04,우루과이,95,"2,339",43,"10,202","-7,863"
2020.04,파푸아 뉴기니,73,"2,280",35,"34,634","-32,354"
2020.04,가봉,28,"2,264",1,103,"2,161"
2020.04,키르기스스탄,209,"1,957",2,0,"1,957"
